"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"400","2",9908976-10-28 00:00:00.0625,27,"Female","United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes","I answered based on previous job at large technical company where I was pushed out of my role within 3 months of disclosing diagnosis.I had been struggling for 3 months prior to disclosure and was incredibly relieved when finally diagnosed. Growing up in a family open about mental health and also at the end of my rope I immediately shared with management what was going on. I requested a temporary reduced workload so I could reduce anxiety. (At time I didn't know it was anxiety as took me a year to accept that the (to me) deserved stress was anxiety caused by my core diagnosis.) When disclosing I didn't deeply understand details of the state of my mental health; I simply knew I was so stressed out by having been unable to get myself to do work in three months that I couldn't juggle all that was currently on my plate.It was at this point my direct manager and I began an almost daily struggle. After working on a single project and making progress (compared to 3 months before diagnosis when management didn't even know how bad I was doing) I requested increasing my workload. This was never granted; boss said I hadn't proved myself and implied I could not be trusted.Two huge issues stick out to me from that experience:1) Company assumes things would be better and back to 100% within months. They did not understand what one goes through when figuring out meds: things at times got worse. They did not understand how long it takes until meds are figured out: mine took two years. They most certainly would not truly understand why to this day four years later despite being stable I'm in counseling every other week in addition to being on meds. Rather than supporting that it would be seen as oh I'm sorry. I was a problem to my manager because he didn't see improvements each week.2) Accomodations.- There was no option for me to reduce work temporarily to part-time (too complicated). Instead they pushed me to take disability leave. I told them that wouldn't help; they told me to double-check with care providers. That required me to see a psychologist unnecessarily as psychologist said I didn't qualify for leave. (Expensive unnecessary appointment).- The assistance I needed the most at work was understanding: I was open but my manager told me to not tell my co-worker assigned to support me. That was disasterous for colleague's stress/frustration levels. He knew something was up but was barred from asking and I was implied it was better to keep my mouth shut.- Accommodations weren't understood by even Benefits as they're not trained in mental health nor do they have people come in to assess how they're doing in supporting those with mental health issues. Should be no different than people coming in to assess for physical accessibility of the workplace. When in a meeting with my manager supervised by HR I shouldn't feel like I'm asking too much of manager when requesting he put the negative critiques on the back burner and help me figure out whether I'm doing anything right. That this didn't stop him from coming into my office that same day and putting on my dick hat to yell at me for something that wasn't even my fault (he had brought in co-worker for this yelling and turned to finish yelling at this person): FUCKING UNACCEPTABLE.While I will never return to that company and as such took the severance package I will NEVER agree with their legal reason for being unable to do the job: me being medically disqualified from this role. I was too expensive in the short term for them; I'm not worth the cost."
"401","2",9909522-03-20,27,"Male","New Zealand","NA","No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes","NA"
"402","2",9909523-01-05 23:59:59.9375,27,"Male","New Zealand","NA","No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes","NA"
"403","2",9909584-03-01,27,"Male","United Kingdom","NA","No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","Maybe","Maybe","No","No","suffer from CR-PTSD so all answered based on that"
"404","2",9909645-03-18,27,"Female","United Kingdom","NA","No","Yes","No","NA","More than 1000","No","No","No","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Yes","Yes","No","NA"
"405","2",9925016-01-27 23:59:59.9375,27,"Other","United States","OK","No","No","No","Never","100-500","No","No","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No","NA"
"406","2",9908472-10-26 00:00:00.0625,28,"Male","United Kingdom","NA","No","No","No","NA","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"407","2",9908473-04-15,28,"Male","Switzerland","NA","No","No","No","NA","100-500","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","Don't know","No","NA"
"408","2",9908474-05-09,28,"Male","France","NA","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"409","2",9908475-06-30,28,"Male","Germany","NA","No","No","No","Never","44372","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No","NA"
"410","2",9908479-08-15,28,"Male","Brazil","NA","No","Yes","Yes","Rarely","44372","No","Yes","No","No","No","No","No","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","Yes","NA"
"411","2",9908480-08-02 00:00:00.0625,28,"Male","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No","NA"
"412","2",9908480-08-28,28,"Male","United States","TX","No","No","No","NA","More than 1000","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"413","2",9908481-08-21,28,"Male","United Kingdom","NA","No","No","No","Never","44372","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"414","2",9908482-03-27,28,"Male","Poland","NA","No","No","No","Rarely","44372","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No","NA"
"415","2",9908483-10-20,28,"Male","United Kingdom","NA","No","No","No","NA","100-500","No","No","No","Not sure","No","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No","NA"
"416","2",9908484-01-03,28,"Female","United Kingdom","NA","No","No","No","Never","26-100","No","Yes","Don't know","No","No",NA,"Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","NA"
"417","2",9908484-04-21,28,"Male","United States","MI","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No","NA"
"418","2",9908484-05-22,28,"Male","Russia","NA","No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","NA"
"419","2",9908484-11-03,28,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No","NA"
"420","2",9908487-10-16,28,"Male","United States","PA","No","No","No","Rarely","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"421","2",9908487-11-11 00:00:00.0625,28,"Male","United States","MI","No","No","Yes","Sometimes","More than 1000","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No","NA"
"422","2",9908490-06-12 00:00:00.0625,28,"Female","Canada","NA","No","Yes","Yes","Sometimes","44372","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","No","Yes","NA"
"423","2",9908492-01-28,28,"Male","United States","GA","No","Yes","No","NA","100-500","No","Yes","Yes","No","No",NA,"Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","Yes","NA"
"424","2",9908495-07-07,28,"Male","Colombia","NA","No","No","No","Sometimes","44372","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No","NA"
"425","2",9908495-09-27,28,"Male","United States","MN","No","No","Yes","Rarely","100-500","No","No","Yes","Yes","Yes",NA,"Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Yes","No","NA"
"426","2",9908498-10-02,28,"Female","United States","WA","No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","No","Yes","No","NA"
"427","2",9908506-09-12,28,"Male","United States","GA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No",NA,"Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","No","No","No","NA"
"428","2",9908509-06-07,28,"Male","United States","NJ","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No","NA"
"429","2",9908510-05-05,28,"Male","Germany","NA","No","Yes","Yes","Rarely","44201","Yes","Yes","Yes","No","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation."
"430","2",9908510-06-08,28,"Male","New Zealand","NA","No","Yes","Yes","Sometimes","44372","Yes","Yes","Yes","Yes","Yes","No","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No","NA"
"431","2",9908510-09-24,28,"Female","United States","NY","No","No","Yes","Rarely","More than 1000","No","No","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","NA"
"432","2",9908511-02-01 00:00:00.0625,28,"Male","Canada","NA","Yes","No","No","Never","100-500","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No","NA"
"433","2",9908511-05-27 23:59:59.9375,28,"Male","United States","TN","No","No","No","Never","44372","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"434","2",9908515-03-23,28,"Other","United States","UT","No","No","No","Sometimes","44372","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No","NA"
"435","2",9908516-02-26,28,"Male","United Kingdom","NA","No","No","Yes","Sometimes","More than 1000","No","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","Some of them","No","Maybe","No","No","NA"
"436","2",9908518-05-25,28,"Female","United States","NY","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No","NA"
"437","2",9908536-10-01,28,"Female","United States","CA","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","No","No",NA,"Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","No","Yes","NA"
"438","2",9908536-11-13,28,"Other","United Kingdom","NA","No","Yes","Yes","Rarely","100-500","No","Yes","No","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","Some of them","Some of them","Yes","No","No","Yes","I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers."
"439","2",9908550-03-23,28,"Male","United States","GA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Some of them","No","No","Maybe","No","No","NA"
"440","2",9908612-12-10,28,"Female","United States","CA","No","Yes","Yes","Rarely","500-1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","No","Some of them","No","No","No","No","NA"
"441","2",9908618-05-30,28,"Male","United States","MI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","Don't know","Yes","NA"
"442","2",9908622-06-22 00:00:00.0625,28,"Male","Germany","NA","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Don't know","No","NA"
"443","2",9908675-08-05,28,"Male","United States","IL","No","No","Yes","Sometimes","26-100","Yes","No","Don't know","Not sure","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"444","2",9908691-05-04,28,"Male","United States","NM","No","No","No","NA","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"445","2",9908691-07-20,28,"Female","Canada","NA","No","No","No","NA","More than 1000","No","Yes","Yes","Not sure","Don't know",NA,"Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed."
"446","2",9908703-09-05,28,"Male","Canada","NA","No","No","No","NA","44372","No","Yes","Yes","Not sure","No",NA,"Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"447","2",9908711-10-11,28,"Male","United Kingdom","NA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"448","2",9908713-03-08,28,"Male","United Kingdom","NA","No","No","No","NA","More than 1000","No","No","Don't know","Not sure","No",NA,"Don't know","Don't know","No","No","Some of them","Some of them","Yes","Yes","No","No","NA"
"449","2",9908727-04-06 00:00:00.0625,28,"Male","Brazil","NA","No","No","No","NA","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","Yes","NA"
"450","2",9908729-10-12 00:00:00.0625,28,"Other","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes","NA"
"451","2",9908733-11-21,28,"Male","United States","NV","No","No","Yes","Never","44372","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
